Label	Clip
Sturdiness - Weight 	Its rugged enough that I dont worry about breaking it heavy enough to know its quality but light enough that I dont mind carrying it around all day.
Lens/Range 	 purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.
Lens/Range 	everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera. the 600d has better continuous recording you have better manual capabilities. after a lot research i decided to go with the canon i went with a t3i and not a t2i for the flip around screen. i shoot in awkward positions sometimes and it defiantly comes in handy.
Lens/Range 	 went for the T3i over the T2i because of the articulating LCD screen. I personally preferred the Canon T3i over the Canon T2i because of that one reason only which is not a huge deal. The reason I chose the T3i over the Nikon D5100 was because of video manual focus on the Canon and also the Nikon D5100 does not have a built-in focus motor. I am sure the Nikon D5100 is a spectacular camera and it sports a larder image sensor than the Canon. I just felt in my opinion that the Canon T3i was the best deal at 789.99 with the lens kit.
Lens/Range 	I especially like the articulated LCD screen on the back of the camera that allows it to be positioned so that otherwise very awkward camera positions ie overhead or low to the ground are easily possible.
Auto Picture	Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.
Auto Picture	I have not learned enough to take many pictures off of Auto mode so it acts like a point and shoot.
Extras	he biggest is this darn sun viso
Extras	Disappointed they offer HDMI input but dont provided the cable.
User-friendly	Its an excellent camera for ANY level of photographer - beginner or experienced pro
User-friendly	user-friendly controls and the advanced functionality that Canon DSLRs are known for
User-friendly	Relatively light
User-friendly	Make sure to get UV filter
User-friendly	The adjustment wheel just behind the shutter button makes changing settings very simple when in manual mode
User-friendly	The camera feels solid and is easy to hold with the very adequate right hand grip that has a rubberized cover allowing the user to maintain a firm grip
User-friendly	The camera comes with a comfortable good quality neck strap and is quite light and small compared to other SLRs
User-friendly	Light weight great body design. Even with my bigger hands I can handle the camera with comfortability
Useability	What sold me was the guide mode.
Screen Picture Quality	Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixel
Function	The T2i is FAST
Function	The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Facing Rear	 extremely difficult to install it rear facing
Keeping Child Cool	This seat seems to breathe so she remains a comfortable temperature while securely strapped in
"Size, Too Big"	  The seat is gigantic.
Installation Easy	easy to install and adjusting the straps as the kids grow is so easy in comparison to other seats. Other than the issues in rear facing position this is a terrific seat.
Installation Easy	tall was exteremly easy and it fit well in bot
Delivery Time	delivered one day after I ordered it online. Which was outstanding
Comfort And Safety	Normally he literally fights and struggles when it is time to get into the the car but not this time. I love this chair  My child is so comfortable and Im confident that he is safe and secure
Comfort And Safety	My child is so comfortable and Im confident that he is safe and secure.
Fits In Even Small Cars	Her car is a Honda Civic so it was a little tricky to get it in. Tight fit but does the job its supposed to do. Again my little girl likes being in the seat and able to look out of the windows at the world around her
Good For Even Newborns And Up	This will even work for newborns. if I had known that I would have gotten this a long time ago.
Kids Love It	 new saftey 1st car seat she loves it
Misleading	The seat holds a child up to 65lbs thus the name  Air 65 .  The Air Protect only holds a child up to 50lbs.
Removable Fabric	The material is easy to take off and machine wash when accidents happen.
Padding Not Good	Seriously disappointed with this carseat  Graco put overall adequate padding in the back part but where the baby sits there is absolutely NO padding.  -So babies only have the carseat covers thickness as padding and thats it. which is a joke to consider  padding  So theyre essentially sitting on the hard plastic.  For the price I expected padding on the ENTIRE carseat and for Graco to not skimp on it.
Sun Visor Made Of Mesh	he biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I
Safe And Adjustable	side crash tested and the base is adjustable you can recline it at 3 different levels. I highly recommend this it item
Good Price	 price is very reasonable
Overall Size (Fit In Car) 	The seat is gigantic
Overall Size (Fit In Car) 	Awesome but a little big
Overall Size (Fit In Car) 	Her car is a Honda Civic so it was a little tricky to get it in. Tight fit but does the job its supposed to do.
Nice Material	The material was soft and fuzzy very comfortable for a little baby
Manufacturing	nice fabric thats soft to the touch
Easy To Clean 	Hard to clean - Headrest pad does not come off
Easy To Clean 	The material is easy to take off and machine wash when accidents happen.
Easy To Clean 	Material is easy to clean and comfortable on my babys skin. 
Size Too Bulky	Very bulky. 
Instructions Too Complicated	The instructions were a little hard for me to follow remember now I am the grandma and over 50 so please keep it simple   I did end up having my son install it for me.  The chair is excellent quality.
Price For Quality 	the price is very reasonable
Price For Quality 	This is a great option for those of us who cant afford a Britax.
Price For Quality 	wallet friendly
Price For Quality 	I found this to be a great deal for the price.
Child Comfortable	He used to fuss in his carrier/ infant seat but he doesnt at all here
Good Deal For The Price	I found this to be a great deal for the price
Rear-facing	My other con is that it was extremely difficult to install it rear facing.
Rear-facing	The seat is gigantic.  When rear facing it would only fit in one postion in my car.
Rear-facing	I love that this seat has such a high rear facing weight and height limit.
Rear-facing	Unfortunately we had to turn them forward facing before their second birthday because they did not fit backwards.
Rear-facing	If you are going to use it rear facing you do need a rolled up towel or pool noodle underneath this is clear in the instruction booklet.
Rear-facing	I love that we can keep the seat rear facing up to 40 lbs now that the AAPs new recommendation is to wait till age 2 this seat makes it easy to do so.
Rear-facing	Cant adjust strap length while in rear facing position
Rear-facing	seat was comfortable looking and big enough rear facing all the way until two years old
Rear-facing	 If you are going to use it rear facing you do need a rolled up towel or pool noodle underneath this is clear in the instruction booklet.
Headrest Removable	head rest is removable
Iso	I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for. 
Sd Card Price	Nikon suggests certain memory cards that they certified to use with this camera.  Most of these for an 8GB card are 50 or more.  I purchased two Transcend 8GB Class 10 SDHC Card TS8GSDHC10 from Amazon and so far these have been amazing.  I have the camera saving in both RAW and JPEG until I can get familiar enough to switch completely to RAW.  Saving in this format is 20MB a picture and this card has no trouble keeping up.
Just An Upgrade	Im a film student and was trying to decide between a t3i and Nikon 5100. everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera. the 600d has better continuous recording you have better manual capabilities. after a lot research i decided to go with the canon i went with a t3i and not a t2i for the flip around screen. i shoot in awkward positions sometimes and it defiantly comes in handy. i would recommend this camera over any one on the market and shoots great in low lighting settings. all the controls fit my hand nicely and it feels natural. my favorite thing is the dedicated iso button making it easy to change quickly.
Additional Feature	I will make a brief of my own experience of this camera to DSLR beginnersPros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Additional Feature	articulating LCD screen
Additional Feature	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3iCons If any No Flip-out LCD Not that much of an issue3.7 max burst rate not very fast at allNo audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
Additional Feature	T2i vs the T3i there isnt much that is different it is preference whether you need a view finder that moves and if that feature is worth the extra 100.
Built In Flash Sucks	Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Worth The Price	Excellent camera though a bit expensive - worth every penny.
Compactability	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.
User Experience	guide mode
User Experience	Its an excellent camera for ANY level of photographer - beginner or experienced pro this camera really shines. 
Good Overall Few Cons	I bought this seat for my son who is now 8 months old.  I got it because I already have the Safety 1st Air Protect On Board 35 SE Infant Car Seat which I love.  My son is still in his infant car seat but not for much longer.  I love that this seat has such a high rear facing weight and height limit.  It is so high in fact that my 3 1/2 year old would still be able to be rear facing in this seat.  Rear facing is the safest way for small children to travel when in a car.  After purchasing this seat we took it for a test drive literally with the baby in it.  He seemed very comfortable in it and I liked that the extra deep side wings around the head kept his head from slumping to the side.  I love the no rethread harness and although it took me a bit to figure out how to work it it is still fairly simple and much preferrable over the rethread type.Now for the cons.  The seat is gigantic.  When rear facing it would only fit in one postion in my car. I currently live in Japan where my hubby is currently stationed with the USMC.  We drive a large van similar to the old Chevy Astro van.  This seat would onlt fit in the 2nd row in the middle seating position so that it came up almost through the 2 front seats.  I doubt this seat would fit into any other position in any car.  My other con is that it was extremely difficult to install it rear facing. Between my 3 kids Ive been through about 6 different convertible car seats in the past 8 years and this one was by far the most difficult to install rear facing with the vehicle belt.  At one point or another Ive had to install all of my previous car seats rear facing with the vehicle belt.  The instructions say to lift the seat pad when threading the belt through which I did but then once the seat was installed I couldnt get the pad back down over the seat where it was against the seat back of the actual vehicle seat.  So I had to uninstall it and reinstall it with the pad in its proper place making it very difficult to do.All in all I would definitely recommend this seat to others.
Sophistication	I went for the T3i over the T2i because of the articulating LCD screen
Sophistication	If you are comparing this camera to the T3i get this camera
Sophistication	Mic input
Recieved For Shower	We asked for this as a Baby Shower gift back in 2010 when my daughter was born. Started to use it in Feb of this year my daughter is on the small side so she just outgrew the infant seat and LOVE IT  Easy to install via my hubby and my daughter seems to be more pleasant on car rides now that she can sit up and see more out of the windows in the back seat.We ordered another one for this review for my MILs car since she cares for my daughter 2 days a week. Her car is a Honda Civic so it was a little tricky to get it in. Tight fit but does the job its supposed to do. Again my little girl likes being in the seat and able to look out of the windows at the world around her. I would recommend this product to anyone I knew who was in need of a good car seat.
Easy Instilation	 love this chair. from when I opened the box and easly instaled it in the car. it protects my little girl and it provides comfert for her. she use to always scream when even we had to go anywere but with this new saftey 1st car seat she loves it. Im just thinking how happy she will be when she gets turned around in a few months. This will even work for newborns. if I had known that I would have gotten this a long time ago.
A Bit Inconvenient Bulky	We are using this as a rear facing seat in our Chevy Malibu and it fits just fine. Yes it is a big car seat but safety was my number one priority when upgrading to a toddler car seat so I dont mind the bulk. I love that we can keep the seat rear facing up to 40 lbs now that the AAPs new recommendation is to wait till age 2 this seat makes it easy to do so.Im glad we had the Chicco Keyfit 30 when our guy was an infant. Im sure this is safe enough but I wouldnt want it as an infant seat . . . too inconvenient. Even though my son isnt quiet 1 yet he was ready for a more toddler friendly seat. This delivers he isnt leaning back as far and the sides dont cave in next to him. I could tell he liked having things a little roomier the moment I put him in this seat. He still falls asleep with ease.The cup holder isnt pictured but there is a detachable one in the box. The material is easy to take off and machine wash when accidents happen.My hubby and Father-in-law set this up in about 7 minutes. If you are going to use it rear facing you do need a rolled up towel or pool noodle underneath this is clear in the instruction booklet.Overall Im very satisfied with my purchase.
Contradiction	Currently the product features and product description contradict each other in regards to the weight limit of this car seat.  The seat holds a child up to 65lbs thus the name  Air 65 .  The Air Protect only holds a child up to 50lbs.
Good Shipping	Excellent Product came within 2 business days even though I did standard shipping. Fit my newborns head with the extra cushion that came with it.  Loved the colors as well. Works perfectly with the Snap N Go stroller piece.
Cant Put Behind Drivers Seat	 have been using the graco snug ride 30 metropolis for 2 months now. So far I am only satisfied with this car seat.pros VERY easy to install base in car. It takes my husband less than 2 minutes.  excellent padding and very nice soft fabric. I rolled some burp cloths on the side to stabilize his head while hes still small. May be regretting the black fabric in Texas summers though.  light weight and fits well in the middle seat in my midsize infiniti. However I could not put it behind the drivers seat when my 510  husband drives. Not really an issue since the middle is the safest position.cons the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I am constantly trying to move the visor or the stroller to keep the sun out. Whoever thought to use mesh wasnt thinking.  the next problem I encountered was trying to get the correct extra base. They tell you to get the base for the snug ride 35 but there is not a level indicator on that base. Therefore when you are installing your snug ride 30 car seat with a snug ride 35 base you cannot tell if the car seat is level. After talking to 2 graco representatives the first one told me to  eyeball it  they were able to send me a snug ride 30 base. They claim the new base should be available on the market soon but for now you have to buy it through graco directly.I think I would purchase this car seat again if they changed the visor and made the new base available.
Just As Pictured	 absolutely love this car seat. It looks just as it is pictured comes with head/neck support cushion. The material was soft and fuzzy very comfortable for a little baby. It is side crash tested and the base is adjustable you can recline it at 3 different levels. I highly recommend this it item.
Foits With 2 Other Seats	In anticipation of the arrival of our third child we bought this car seat to use in our sedan.  We didnt want to buy a new car or invest in all new car seats to make that happen.  We started shopping around and figure that a 17in. wide infant car seat will do.  I believe this is the only one that fits our need.  We are able to use our Britax Marathon a Graco booster and this infant car seat all in one row.  This car seat works out perfectly for us plus we dont need to compromise on quality or style.  It is a well made and designed car seat and the price is very reasonable.
Purchasing In Future	I have a four year old and a two year old and they both love their true fit seats. Mommy loves them too. They are easy to install especially as compared to the graco one we bought first. The no rethread harness is awesome. The seat was comfortable looking and big enough rear facing all the way until two years old which is what the apa recommends.ProsBig enough for a toddlerEasy to installComfortable for kids from infant to toddlerNo thread adjustable strapsConsVery bulky. They fit fine in my odyssey mini van but not in my ford focus rear facing. Forward facing they fit in the smaller car ok.Catch a lot of stuff under the paddingCant adjust strap length while in rear facing position. This is most frustrating but not often an issue.Overall we feel both our children are safe and would recommend this for long term use to friends and family members. We are contemplating buying two more so we have matching seats in both vehicles. They are worth every penny.
Not Simple Instructions	I chose it because it has the highest safety rating. The instructions were a little hard for me to follow remember now I am the grandma and over 50 so please keep it simple   I did end up having my son install it for me.  The chair is excellent quality.
Wallet Friendly	Worse case I would just use it in my husbands car and then order the Britax for my car.  No need for that this seat is great and my son LOVES it   He used to fuss in his carrier/ infant seat but he doesnt at all here.  I am going to order another one of these for my husbands car.  It is so easy to use and install   Bonus- its wallet friendly and in this economy who wouldnt want to save a buck on a great product 
Experience	please their customers
Experience	 is so easy to use and install
Feedback	have friends who love it
Specifications	Currently the product features and product description contradict each other in regards to the weight limit of this car seat.  The seat holds a child up to 65lbs thus the name  Air 65 .  The Air Protect only holds a child up to 50lbs.
Specifications	Im glad to have this camera it has everything comparable to canon t2  1080p movie 14.2 mp 502g light weight. 3 inch screen .
Specifications	Canon EOS Rebel T2i 18 MP CMOS APS-C Sensor DIGIC 4 Image Processor Full-HD Movie Mode Digital SLR Camera with 3.0-inch LCD and and EF-S 18-55mm f/3.5-5.6 IS Lens
Price/availability	I got it for 699  including the VR 55-200mm + camera bag with DVD 
Feature Vs Price	 If you are debating over the T2i vs the T3i there isnt much that is different it is preference whether you need a view finder that moves and if that feature is worth the extra 100.
Cleanliness	Catch a lot of stuff under the padding
Cleanliness	The  wings  that I referred to earlier the things that stick out on either side of her head do not clean easily   My daughter puked ALL over her carseat and while the main carseat pad comes off and can be laundered in the machine the part that attaches to the headrest DOES NOT come off and therefore needs to be cleaned by hand.  Thats not so bad since she did not puke on that part except that I was not aware that the headrest pad is attached to another pad that continues down the back behind the main pad   So there is actually quite a big piece that you cannot take off to wash.  Im having quite an interesting time getting the nasty puke smell out of it.
Cleanliness & Convenience	the part that attaches to the headrest DOES NOT come off and therefore needs to be cleaned by hand
Comfort & Safety	very nice fabric thats soft to the touch and the buckle system is heavy duty
Comfort/Safety	My child is so comfortable and Im confident that he is safe and secure.
Comfort/Safety	she use to always scream when even we had to go anywere but with this new saftey 1st car seat she loves it
Comfort/Safety	This also has very nice fabric thats soft to the touch
Comfort/Safety	Ive purchased SnugRides in the past but this is the first one to have a serious lack of adequate padding.  Again for the price would it have REALLY been that expensive for Graco to continue the padding to the SEAT
Comfort/Safety	he biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I am constantly trying to move the visor or the stroller to keep the sun out. Whoever thought to use mesh wasnt thinking.
Comfort/Safety	One disappointment was that the seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy.  I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge
Comfort/Safety	What I also love about it is the head rest is removable which does not block my view since he is still small.
Overall Usage	Very satisfied with this product
Overall Usage	My hubby and Father-in-law set this up in about 7 minutes. If you are going to use it rear facing you do need a rolled up towel or pool noodle underneath this is clear in the instruction booklet.Overall Im very satisfied with my purchase.
Overall Usage	ros VERY easy to install base in car. It takes my husband less than 2 minutes.  excellent padding and very nice soft fabric. I rolled some burp cloths on the side to stabilize his head while hes still small. May be regretting the black fabric in Texas summers though.  light weight and fits well in the middle seat in my midsize infiniti. However I could not put it behind the drivers seat when my 510  husband drives. Not really an issue since the middle is the safest position.cons the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I am constantly trying to move the visor or the stroller to keep the sun out. Whoever thought to use mesh wasnt thinking.  the next problem I encountered was trying to get the correct extra base. They tell you to get the base for the snug ride 35 but there is not a level indicator on that base. Therefore when you are installing your snug ride 30 car seat with a snug ride 35 base you cannot tell if the car seat is level. After talking to 2 graco representatives the first one told me to  eyeball it  they were able to send me a snug ride 30 base. They claim the new base should be available on the market soon but for now you have to buy it through graco directly.I think I would purchase this car seat again if they changed the visor and made the new base available.
Overall Usage	A good car seat that fits our needs
Overall Usage	This is a great car seat. I did a lot of research on safety price etc. before buying this one.
Rankings	I purchased this seat because it was rated 
Need To Buy Extra Parts	Make sure to get UV filter mostly for protecting the lens and a spare battery Ive got the Opteka one for 
Performance (speed)	T2i is FAST
Performance (speed)	Minimal shutter lag good low-light performance
Good Camera/lens Combo	stunning RAW photos and 1080p video with this camera/lens combo
Fast Startup	Fast start up speed
Audio Recording	No audio recording level adjust
Audio Recording	No audio recording level adjust
Audio Recording	No audio recording level adjust
Audio Recording	No audio recording level adjust
Audio Recording	No audio recording level adjust
Audio Recording	No audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
Comfortable Usage	Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.
Comfortable Usage	felt good in my hand
Heavily Researched	I am a person to research and research again
Menu System	menu system for adjusting camera settings is also well designed and easy to use
Menu System	The menu system for adjusting camera settings is also well designed and easy to use.
Voice Recording	No audio recording level adjust
Same As Earlier Version	has a good feel to it and overall has the same features as the T2i.
1080p Video Quality	The best part was the 1080P video.
Shoot Modes	just not in the auto point and shoot modes.
Shoot Modes	Other than the ISO firmware issue it is a great camera capable of very good pictures just not in the auto point and shoot modes.
Good Video	The best part was the 1080P video.
Low Res	 Low resolution of LCD screen.
Components	pretty easy to install and adjusting the straps as the kids grow is so easy
Components	The cup holder isnt pictured but there is a detachable one in the box. The material is easy to take off and machine wash when accidents happen.
Components	the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes.
Components	base is adjustable you can recline it at 3 different levels
Components	comes with head/neck support cushion
Components	No thread adjustable straps
Components	son figured out how to snap off the cup holder pretty quickly.  It isnt hard to get back on and it is nice that it pops off so it can go on either side but it is annoying when he gets it off and starts throwing it around.
Components	head rest is removable
Components	14.2 mp 502g light weight. 3 inch screen
Components	guide mode
Components	No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.
Components	guide mode
Components	The pictures at full 18MP take a lot of memory
Components	No Flip-out LCD
Components	7D in a crop body with user-friendly controls and the advanced functionality that Canon DSLRs are known for.
Components	rticulating screen wasnt necessary yet it IS what made me choose this model over the T2i
Image	The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.
Image	White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.
Image	18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lens
LCD Screen Articulated	No Flip-out LCD Not that much of an issue
LCD Screen Articulated	The main differences I noticed in it were the flip out LCD screen which I use more often for some of the photos I take. Among the screen the improvement to the video truly being 1080p and the simple menu
LCD Screen Articulated	The articulating screen wasnt necessary yet it IS what made me choose this model over the T2i.
LCD Screen Articulated	I went to Best buy and tested out the Canon T2i the Nikon D5100 the Canon 60D and the Nikon D7000. After testing out all the products I came to the decision that the only cameras I liked that felt good in my hand were the Canon T2i Nikon D5100 and the Can T3i. I went for the T3i over the T2i because of the articulating LCD screen. I personally preferred the Canon T3i over the Canon T2i because of that one reason only which is not a huge deal.
Overall Value	This is not a professional level SLR but it performs very well as a small light APS-C camera.
Overall Value	the other contenders were the T3i and T3 close  range and after careful though on ISO performance MPs price and features I decided that this model offered me the best balance.
Overall Value	I was used to using point-and-shoots and small flip style video cameras to make my videos.  I looked into DSLRs and really wanted a canon.  YOU CANT GO WRONG WITH THIS CAMERA   It is great for intermediate shooters who want to get their first or second DSLR.
Upgrades	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Auto Mode - Quality	there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos.
Auto Mode - Quality	I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Auto Mode - Focus	 Very fast auto focus on shooting.
Auto Mode - Focus	Auto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.
Auto Mode - Focus	 No autofocus when zooming while taking video pressing shutter button half way focuses the picture.
Easy Install	rom when I opened the box and easly instaled it in the ca
Easy Install	VERY easy to install base in car. 
Easy Install	but it was easy if you read the instructions.
Cheap Material	t cover is made of a material where
#N/A	Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.
Large Size	The size is pretty big
Seat Cover Material	seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy
Seat Cover Material	One disappointment was that the seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy
Seat Cover Material	So theyre essentially sitting on the hard plastic.
Seat Cover Material	difficult to install but you get the hang of it real quick. One disappointment was that the seat cover is made of a material where the velcro on my sons shoes frayed it 
Seat Cover Material	 One disappointment was that the seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy. 
Seat Cover Material	  I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge  
Seat Cover Material	Install was exteremly easy and it fit well in both of our cars. Material is easy to clean and comfortable on my babys skin. 
Seat Cover Material	While it is very large the middle section is made of mesh.
Cupholder	The cup holder isnt pictured but there is a detachable one in the box
Cupholder	The cup holder isnt pictured but there is a detachable one in the box.
Cupholder	The cup holder isnt pictured but there is a detachable one in the box. The material is easy to take off and machine wash when accidents happen.
Large Seat	Although the seat is big which I love I was able to fit it easily and securely in the back of my Nissan Sentra.
Delivery From Seller	elivered one day after I ordered it online
Ease To Clean	Hard to clean 
Ease Of Cleaning	Hard to clean - Headrest pad does not come off
Ease Of Cleaning	Material is easy to clean and comfortable on my babys skin.
Ease Of Cleaning	The  wings  that I referred to earlier the things that stick out on either side of her head do not clean easily
Ease Of Cleaning	 Material is easy to clean and comfortable on my babys skin.
Ease Of Cleaning	The material is easy to take off and machine wash when accidents happen.
Ease Of Cleaning	he  wings  that I referred to earlier the things that stick out on either side of her head do not clean easily
Ease Of Cleaning	The  wings  that I referred to earlier the things that stick out on either side of her head do not clean easily   My daughter puked ALL over her carseat and while the main carseat pad comes off and can be laundered in the machine the part that attaches to the headrest DOES NOT come off
Ease Of Cleaning	Catch a lot of stuff under the padding
Comfort - Breathability	This seat seems to breathe so she remains a comfortable temperature while securely strapped in
Comfort - Wings	He seemed very comfortable in it and I liked that the extra deep side wings around the head kept his head from slumping to the side.
Harness	I love the no rethread harness and although it took me a bit to figure out how to work it it is still fairly simple and much preferrable over the rethread type
Harness	adjusting the straps as the kids grow is so easy in comparison to other seats
Harness	The no rethread harness is awesome
Height/Weight Limits	  I love that this seat has such a high rear facing weight and height limit.  It is so high in fact that my 3 1/2 year old would still be able to be rear facing in this seat.
Comfort - Heat	May be regretting the black fabric in Texas summers though.
Cust Service	I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge 
No Autofocus	Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Foccus in Live Mode Slow	Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Auto Focus Slow	 video manual focus on the Canon and also the Nikon D5100 does not have a built-in focus motor. I am 
Lense	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Lense	Canon EOS Rebel T2i 18 MP CMOS APS-C Sensor DIGIC 4 Image Processor Full-HD Movie Mode Digital SLR Camera with 3.0-inch LCD and and EF-S 18-55mm f/3.5-5.6 IS Lens
Articulating	The articulating screen wasnt necessary yet it IS what made me choose this model over the T2i
#N/A	Compared to my Kodak point and shoot the pictures are great.
#N/A	I have mainly used point and shoot cameras in the past and have always had fun taking pictures.
#N/A	 The 18-135mm lens is a nice upgrade
#N/A	I bought the T2i first then decided to upgrade to the T3i.  For a period of two weeks I had both cameras in my possession so I could make a direct comparison and decided hands-down that the T2i is the one I will keep.
#N/A	Why
#N/A	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
#N/A	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
#N/A	Built-in flash is not so great.
#N/A	 Built-in flash is not so great
#N/A	Built-in flash is not so great
#N/A	I did a lot of research going into the purchase.
#N/A	 No autofocus when zooming while taking video
#N/A	 I could not see myself spending that much .
#N/A	standard
#N/A	standard
#N/A	helpful
#N/A	helpful
#N/A	standard
#N/A	helpful
#N/A	November
#N/A	standard
#N/A	period
#N/A	helpful
#N/A	customers
#N/A	interesting
#N/A	continuous
#N/A	SLR
Mango	bought
#N/A	penny
#N/A	standard
#N/A	standard
#N/A	compared
#N/A	Especially
Pro & Con	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot camerasOther Recommendations- Make sure to get UV filter mostly for protecting the lens and a spare battery Ive got the Opteka one for 
